,STATE,Year,CO2,CH4,N2O,Fluorinated GHG,Laws and Regulations,State Incentives,Utility/Private Incentives,Ozone,Question,DataValue,StratificationCategory1,Stratification1,Population,Total Sq. Mi.,Total Sq. Km.
156,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,145.6,Overall,Overall,4841799.0,"52,420","135,767"
157,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Asthma mortality rate,11.8,Overall,Overall,4841799.0,"52,420","135,767"
158,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,157.5,Gender,Male,4841799.0,"52,420","135,767"
159,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,4841799.0,"52,420","135,767"
160,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,4841799.0,"52,420","135,767"
161,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,4841799.0,"52,420","135,767"
162,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from total cardiovascular diseases,290.5,Race/Ethnicity,"Black, non-Hispanic",4841799.0,"52,420","135,767"
163,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from total cardiovascular diseases,349.2,Gender,Male,4841799.0,"52,420","135,767"
164,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from diseases of the heart,,Race/Ethnicity,Asian or Pacific Islander,4841799.0,"52,420","135,767"
165,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from coronary heart disease,80.2,Race/Ethnicity,"Black, non-Hispanic",4841799.0,"52,420","135,767"
166,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from heart failure,142.4,Race/Ethnicity,"White, non-Hispanic",4841799.0,"52,420","135,767"
167,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from heart failure,11.0,Race/Ethnicity,Hispanic,4841799.0,"52,420","135,767"
168,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from heart failure,92.6,Race/Ethnicity,"Black, non-Hispanic",4841799.0,"52,420","135,767"
169,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native,4841799.0,"52,420","135,767"
170,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from total cardiovascular diseases,334.6,Overall,Overall,4841799.0,"52,420","135,767"
171,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from diseases of the heart,95.2,Race/Ethnicity,American Indian or Alaska Native,4841799.0,"52,420","135,767"
172,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from total cardiovascular diseases,321.0,Gender,Female,4841799.0,"52,420","135,767"
173,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from coronary heart disease,124.9,Race/Ethnicity,"White, non-Hispanic",4841799.0,"52,420","135,767"
174,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from diseases of the heart,257.0,Overall,Overall,4841799.0,"52,420","135,767"
175,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from total cardiovascular diseases,377.9,Race/Ethnicity,"White, non-Hispanic",4841799.0,"52,420","135,767"
176,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native,4841799.0,"52,420","135,767"
177,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from diseases of the heart,275.0,Gender,Male,4841799.0,"52,420","135,767"
178,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from heart failure,117.2,Gender,Male,4841799.0,"52,420","135,767"
179,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from diseases of the heart,211.6,Race/Ethnicity,"Black, non-Hispanic",4841799.0,"52,420","135,767"
180,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander,4841799.0,"52,420","135,767"
181,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from total cardiovascular diseases,115.6,Race/Ethnicity,American Indian or Alaska Native,4841799.0,"52,420","135,767"
182,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from coronary heart disease,106.1,Overall,Overall,4841799.0,"52,420","135,767"
183,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from diseases of the heart,294.8,Race/Ethnicity,"White, non-Hispanic",4841799.0,"52,420","135,767"
184,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from heart failure,121.2,Overall,Overall,4841799.0,"52,420","135,767"
185,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander,4841799.0,"52,420","135,767"
186,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,4841799.0,"52,420","135,767"
187,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from coronary heart disease,12.5,Race/Ethnicity,Hispanic,4841799.0,"52,420","135,767"
188,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from total cardiovascular diseases,44.4,Race/Ethnicity,Hispanic,4841799.0,"52,420","135,767"
189,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from coronary heart disease,125.3,Gender,Male,4841799.0,"52,420","135,767"
190,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from total cardiovascular diseases,32.8,Race/Ethnicity,Asian or Pacific Islander,4841799.0,"52,420","135,767"
191,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from heart failure,125.1,Gender,Female,4841799.0,"52,420","135,767"
192,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Mortality from diseases of the heart,240.0,Gender,Female,4841799.0,"52,420","135,767"
193,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Premature mortality among adults aged 45-64 years,1084.0,Gender,Male,4841799.0,"52,420","135,767"
194,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Premature mortality among adults aged 45-64 years,,Race/Ethnicity,Asian or Pacific Islander,4841799.0,"52,420","135,767"
195,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Premature mortality among adults aged 45-64 years,870.4,Race/Ethnicity,"White, non-Hispanic",4841799.0,"52,420","135,767"
196,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Premature mortality among adults aged 45-64 years,283.4,Race/Ethnicity,Hispanic,4841799.0,"52,420","135,767"
197,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Premature mortality among adults aged 45-64 years,882.7,Overall,Overall,4841799.0,"52,420","135,767"
198,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Premature mortality among adults aged 45-64 years,1014.4,Race/Ethnicity,"Black, non-Hispanic",4841799.0,"52,420","135,767"
199,AL,2014,84847355,634009,525399,312201,3,7,4,0.040936493,Premature mortality among adults aged 45-64 years,357.9,Race/Ethnicity,American Indian or Alaska Native,4841799.0,"52,420","135,767"
200,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from heart failure,124.4,Overall,Overall,4852347.0,"52,420","135,767"
201,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from coronary heart disease,13.8,Race/Ethnicity,Hispanic,4852347.0,"52,420","135,767"
202,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from diseases of the heart,27.1,Race/Ethnicity,Hispanic,4852347.0,"52,420","135,767"
203,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from heart failure,9.8,Race/Ethnicity,Hispanic,4852347.0,"52,420","135,767"
204,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,276.7,Gender,Male,4852347.0,"52,420","135,767"
205,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,4852347.0,"52,420","135,767"
206,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,170.1,Gender,Male,4852347.0,"52,420","135,767"
207,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,156.2,Overall,Overall,4852347.0,"52,420","135,767"
208,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,4852347.0,"52,420","135,767"
209,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,190.7,Race/Ethnicity,"White, non-Hispanic",4852347.0,"52,420","135,767"
210,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,117.5,Race/Ethnicity,"Black, non-Hispanic",4852347.0,"52,420","135,767"
211,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,289.4,Race/Ethnicity,"White, non-Hispanic",4852347.0,"52,420","135,767"
212,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,4852347.0,"52,420","135,767"
213,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,4852347.0,"52,420","135,767"
214,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,64.3,Race/Ethnicity,"Black, non-Hispanic",4852347.0,"52,420","135,767"
215,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,4852347.0,"52,420","135,767"
216,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,4852347.0,"52,420","135,767"
217,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Asthma mortality rate,8.0,Race/Ethnicity,"White, non-Hispanic",4852347.0,"52,420","135,767"
218,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from diseases of the heart,247.0,Gender,Female,4852347.0,"52,420","135,767"
219,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander,4852347.0,"52,420","135,767"
220,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Asthma mortality rate,12.0,Gender,Female,4852347.0,"52,420","135,767"
221,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Asthma mortality rate,10.7,Overall,Overall,4852347.0,"52,420","135,767"
222,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from total cardiovascular diseases,35.9,Race/Ethnicity,Hispanic,4852347.0,"52,420","135,767"
223,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from heart failure,95.8,Race/Ethnicity,"Black, non-Hispanic",4852347.0,"52,420","135,767"
224,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from total cardiovascular diseases,97.7,Race/Ethnicity,American Indian or Alaska Native,4852347.0,"52,420","135,767"
225,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from coronary heart disease,105.5,Overall,Overall,4852347.0,"52,420","135,767"
226,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,241.7,Overall,Overall,4852347.0,"52,420","135,767"
227,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander,4852347.0,"52,420","135,767"
228,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from diseases of the heart,288.6,Gender,Male,4852347.0,"52,420","135,767"
229,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from heart failure,126.8,Gender,Female,4852347.0,"52,420","135,767"
230,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native,4852347.0,"52,420","135,767"
231,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Premature mortality among adults aged 45-64 years,,Race/Ethnicity,Asian or Pacific Islander,4852347.0,"52,420","135,767"
232,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Premature mortality among adults aged 45-64 years,1146.0,Gender,Male,4852347.0,"52,420","135,767"
233,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from diseases of the heart,77.5,Race/Ethnicity,American Indian or Alaska Native,4852347.0,"52,420","135,767"
234,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native,4852347.0,"52,420","135,767"
235,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Premature mortality among adults aged 45-64 years,422.7,Race/Ethnicity,American Indian or Alaska Native,4852347.0,"52,420","135,767"
236,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Premature mortality among adults aged 45-64 years,889.5,Race/Ethnicity,"White, non-Hispanic",4852347.0,"52,420","135,767"
237,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from total cardiovascular diseases,294.6,Race/Ethnicity,"Black, non-Hispanic",4852347.0,"52,420","135,767"
238,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,144.3,Gender,Female,4852347.0,"52,420","135,767"
239,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Asthma mortality rate,9.3,Gender,Male,4852347.0,"52,420","135,767"
240,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from coronary heart disease,127.3,Gender,Male,4852347.0,"52,420","135,767"
241,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from diseases of the heart,211.0,Race/Ethnicity,"Black, non-Hispanic",4852347.0,"52,420","135,767"
242,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from heart failure,146.7,Race/Ethnicity,"White, non-Hispanic",4852347.0,"52,420","135,767"
243,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from total cardiovascular diseases,349.7,Overall,Overall,4852347.0,"52,420","135,767"
244,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native,4852347.0,"52,420","135,767"
245,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from diseases of the heart,312.0,Race/Ethnicity,"White, non-Hispanic",4852347.0,"52,420","135,767"
246,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Premature mortality among adults aged 45-64 years,911.7,Overall,Overall,4852347.0,"52,420","135,767"
247,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from heart failure,121.9,Gender,Male,4852347.0,"52,420","135,767"
248,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from diseases of the heart,,Race/Ethnicity,Asian or Pacific Islander,4852347.0,"52,420","135,767"
249,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from total cardiovascular diseases,401.0,Race/Ethnicity,"White, non-Hispanic",4852347.0,"52,420","135,767"
250,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander,4852347.0,"52,420","135,767"
251,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Mortality from coronary heart disease,77.9,Race/Ethnicity,"Black, non-Hispanic",4852347.0,"52,420","135,767"
252,AL,2015,82143007,611595,462661,263031,3,7,3,0.039063391,Premature mortality among adults aged 45-64 years,693.7,Gender,Female,4852347.0,"52,420","135,767"
