,Year,STATE,Question,DataValue,StratificationCategory1,Stratification1
294,2013,AL,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
295,2013,AL,Mortality from diseases of the heart,292.4,Race/Ethnicity,"White, non-Hispanic"
296,2013,AL,Mortality from total cardiovascular diseases,47.8,Race/Ethnicity,Asian or Pacific Islander
297,2013,AL,Mortality from coronary heart disease,130.5,Race/Ethnicity,"White, non-Hispanic"
298,2013,AL,Mortality from diseases of the heart,30.8,Race/Ethnicity,Hispanic
299,2013,AL,Mortality from total cardiovascular diseases,,Race/Ethnicity,American Indian or Alaska Native
300,2013,AL,Mortality from total cardiovascular diseases,336.2,Overall,Overall
301,2013,AL,Mortality from total cardiovascular diseases,319.4,Gender,Female
302,2013,AL,Mortality from total cardiovascular diseases,354.0,Gender,Male
303,2013,AL,Mortality from diseases of the heart,37.3,Race/Ethnicity,Asian or Pacific Islander
304,2013,AL,Mortality from heart failure,120.4,Gender,Male
305,2013,AL,Mortality from diseases of the heart,258.0,Overall,Overall
306,2013,AL,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander
307,2013,AL,Mortality from coronary heart disease,110.8,Overall,Overall
308,2013,AL,Mortality from coronary heart disease,131.6,Gender,Male
309,2013,AL,Mortality from heart failure,146.2,Race/Ethnicity,"White, non-Hispanic"
310,2013,AL,Mortality from diseases of the heart,222.1,Race/Ethnicity,"Black, non-Hispanic"
311,2013,AL,Mortality from coronary heart disease,10.6,Race/Ethnicity,Hispanic
312,2013,AL,Mortality from diseases of the heart,237.5,Gender,Female
313,2013,AL,Premature mortality among adults aged 45-64 years,672.2,Gender,Female
314,2013,AL,Premature mortality among adults aged 45-64 years,850.0,Race/Ethnicity,"White, non-Hispanic"
315,2013,AL,Premature mortality among adults aged 45-64 years,278.1,Race/Ethnicity,Hispanic
316,2013,AL,Premature mortality among adults aged 45-64 years,326.6,Race/Ethnicity,American Indian or Alaska Native
317,2013,AL,Premature mortality among adults aged 45-64 years,887.5,Overall,Overall
318,2013,AL,Premature mortality among adults aged 45-64 years,1091.9,Race/Ethnicity,"Black, non-Hispanic"
319,2013,AL,Premature mortality among adults aged 45-64 years,1119.1,Gender,Male
320,2013,AL,Premature mortality among adults aged 45-64 years,140.7,Race/Ethnicity,Asian or Pacific Islander
321,2012,AL,Asthma mortality rate,14.9,Gender,Female
322,2012,AL,Asthma mortality rate,8.6,Gender,Male
323,2012,AL,Asthma mortality rate,8.9,Race/Ethnicity,"White, non-Hispanic"
324,2012,AL,Asthma mortality rate,21.8,Race/Ethnicity,"Black, non-Hispanic"
325,2012,AL,Asthma mortality rate,11.8,Overall,Overall
326,2012,AL,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
327,2012,AL,Asthma mortality rate,,Race/Ethnicity,Hispanic
328,2012,AL,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
329,2012,AL,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
330,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
331,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,215.4,Gender,Female
332,2012,AL,Mortality from coronary heart disease,127.0,Gender,Male
333,2012,AL,Mortality from coronary heart disease,129.0,Race/Ethnicity,"White, non-Hispanic"
334,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,279.9,Gender,Male
335,2012,AL,Premature mortality among adults aged 45-64 years,661.7,Gender,Female
336,2012,AL,Premature mortality among adults aged 45-64 years,363.7,Race/Ethnicity,American Indian or Alaska Native
337,2012,AL,Mortality from total cardiovascular diseases,29.1,Race/Ethnicity,Hispanic
338,2012,AL,Mortality from total cardiovascular diseases,368.0,Race/Ethnicity,"White, non-Hispanic"
339,2012,AL,Mortality from diseases of the heart,210.9,Race/Ethnicity,"Black, non-Hispanic"
340,2012,AL,Mortality from heart failure,124.4,Gender,Female
341,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
342,2012,AL,Mortality from diseases of the heart,20.4,Race/Ethnicity,Hispanic
343,2012,AL,Premature mortality among adults aged 45-64 years,832.5,Race/Ethnicity,"White, non-Hispanic"
344,2012,AL,Mortality from diseases of the heart,,Race/Ethnicity,Asian or Pacific Islander
345,2012,AL,Mortality from coronary heart disease,,Race/Ethnicity,Hispanic
346,2012,AL,Mortality from diseases of the heart,265.3,Gender,Male
347,2012,AL,Premature mortality among adults aged 45-64 years,198.1,Race/Ethnicity,Asian or Pacific Islander
348,2012,AL,Mortality from heart failure,,Race/Ethnicity,Hispanic
349,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
350,2012,AL,Mortality from diseases of the heart,284.5,Race/Ethnicity,"White, non-Hispanic"
351,2012,AL,Mortality from heart failure,138.8,Race/Ethnicity,"White, non-Hispanic"
352,2012,AL,Mortality from coronary heart disease,93.9,Gender,Female
353,2012,AL,Premature mortality among adults aged 45-64 years,254.2,Race/Ethnicity,Hispanic
354,2012,AL,Mortality from total cardiovascular diseases,284.5,Race/Ethnicity,"Black, non-Hispanic"
355,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,159.5,Gender,Male
356,2012,AL,Mortality from heart failure,90.7,Race/Ethnicity,"Black, non-Hispanic"
357,2012,AL,Mortality from total cardiovascular diseases,38.8,Race/Ethnicity,Asian or Pacific Islander
358,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
359,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic
360,2012,AL,Mortality from coronary heart disease,110.0,Overall,Overall
361,2012,AL,Mortality from coronary heart disease,83.5,Race/Ethnicity,"Black, non-Hispanic"
362,2012,AL,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native
363,2012,AL,Premature mortality among adults aged 45-64 years,866.0,Overall,Overall
364,2012,AL,Mortality from heart failure,111.9,Gender,Male
365,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,136.8,Gender,Female
366,2012,AL,Mortality from total cardiovascular diseases,326.0,Overall,Overall
367,2012,AL,Mortality from diseases of the heart,86.5,Race/Ethnicity,American Indian or Alaska Native
368,2012,AL,Mortality from total cardiovascular diseases,319.1,Gender,Female
369,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,292.3,Race/Ethnicity,"White, non-Hispanic"
370,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,245.2,Overall,Overall
371,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,56.9,Race/Ethnicity,"Black, non-Hispanic"
372,2012,AL,Premature mortality among adults aged 45-64 years,1085.7,Gender,Male
373,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,179.4,Race/Ethnicity,"White, non-Hispanic"
374,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,147.3,Overall,Overall
375,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic
376,2012,AL,Mortality from diseases of the heart,249.6,Overall,Overall
377,2012,AL,Mortality from total cardiovascular diseases,333.5,Gender,Male
378,2012,AL,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,114.9,Race/Ethnicity,"Black, non-Hispanic"
379,2012,AL,Premature mortality among adults aged 45-64 years,1051.7,Race/Ethnicity,"Black, non-Hispanic"
380,2012,AL,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
381,2012,AL,"Invasive cancer (all sites combined), incidence",202.8,Race/Ethnicity,Asian or Pacific Islander
382,2012,AL,"Invasive cancer (all sites combined), incidence",577.7,Gender,Male
383,2012,AL,"Invasive cancer (all sites combined), incidence",490.6,Gender,Female
384,2012,AL,"Invasive cancer (all sites combined), incidence",532.8,Overall,Overall
385,2012,AL,"Invasive cancer (all sites combined), incidence",598.2,Race/Ethnicity,"White, non-Hispanic"
386,2012,AL,Mortality from heart failure,118.3,Overall,Overall
387,2012,AL,"Invasive cancer (all sites combined), incidence",103.6,Race/Ethnicity,Hispanic
388,2012,AL,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander
389,2012,AL,"Invasive cancer (all sites combined), incidence",108.0,Race/Ethnicity,American Indian or Alaska Native
390,2012,AL,Mortality from total cardiovascular diseases,103.8,Race/Ethnicity,American Indian or Alaska Native
391,2012,AL,"Invasive cancer (all sites combined), incidence",434.0,Race/Ethnicity,"Black, non-Hispanic"
392,2012,AL,"Cancer of the lung and bronchus, incidence",66.5,Gender,Female
393,2012,AL,"Cancer of the lung and bronchus, incidence",22.9,Race/Ethnicity,Asian or Pacific Islander
394,2012,AL,"Cancer of the lung and bronchus, incidence",17.1,Race/Ethnicity,American Indian or Alaska Native
395,2012,AL,"Cancer of the lung and bronchus, incidence",7.6,Race/Ethnicity,Hispanic
396,2012,AL,"Cancer of the lung and bronchus, incidence",82.0,Overall,Overall
397,2012,AL,"Cancer of the lung and bronchus, incidence",98.4,Gender,Male
398,2012,AL,"Cancer of the lung and bronchus, incidence",56.5,Race/Ethnicity,"Black, non-Hispanic"
399,2012,AL,"Cancer of the lung and bronchus, incidence",98.2,Race/Ethnicity,"White, non-Hispanic"
400,2016,AK,Mortality from diseases of the heart,136.8,Gender,Male
401,2016,AK,Mortality from diseases of the heart,55.1,Race/Ethnicity,Asian or Pacific Islander
402,2016,AK,Mortality from diseases of the heart,112.0,Overall,Overall
403,2014,AK,Asthma mortality rate,,Overall,Overall
404,2017,AK,Mortality from coronary heart disease,39.9,Gender,Female
405,2012,AK,"Invasive cancer (all sites combined), incidence",385.4,Race/Ethnicity,American Indian or Alaska Native
406,2017,AK,Mortality from total cardiovascular diseases,150.3,Overall,Overall
407,2017,AK,Mortality from coronary heart disease,62.9,Overall,Overall
408,2017,AK,Mortality from diseases of the heart,118.2,Race/Ethnicity,"White, non-Hispanic"
409,2017,AK,Mortality from heart failure,,Race/Ethnicity,Hispanic
410,2017,AK,Mortality from coronary heart disease,83.8,Gender,Male
411,2017,AK,Mortality from diseases of the heart,140.6,Race/Ethnicity,American Indian or Alaska Native
412,2017,AK,Mortality from heart failure,57.8,Race/Ethnicity,"White, non-Hispanic"
413,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,144.5,Overall,Overall
414,2017,AK,Mortality from coronary heart disease,,Race/Ethnicity,Hispanic
415,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
416,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,71.3,Overall,Overall
417,2017,AK,Mortality from total cardiovascular diseases,93.2,Race/Ethnicity,Asian or Pacific Islander
418,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,252.9,Race/Ethnicity,American Indian or Alaska Native
419,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,"Black, non-Hispanic"
420,2017,AK,Mortality from heart failure,34.3,Race/Ethnicity,Asian or Pacific Islander
421,2017,AK,Premature mortality among adults aged 45-64 years,533.1,Gender,Female
422,2017,AK,Mortality from total cardiovascular diseases,188.0,Race/Ethnicity,American Indian or Alaska Native
423,2017,AK,Premature mortality among adults aged 45-64 years,1163.0,Race/Ethnicity,American Indian or Alaska Native
424,2017,AK,Mortality from heart failure,,Race/Ethnicity,"Black, non-Hispanic"
425,2017,AK,Premature mortality among adults aged 45-64 years,567.2,Race/Ethnicity,"White, non-Hispanic"
426,2017,AK,Mortality from total cardiovascular diseases,130.6,Gender,Female
427,2017,AK,Mortality from coronary heart disease,70.1,Race/Ethnicity,"White, non-Hispanic"
428,2017,AK,Mortality from diseases of the heart,84.4,Gender,Female
429,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
430,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,136.4,Race/Ethnicity,American Indian or Alaska Native
431,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,162.2,Gender,Male
432,2017,AK,Mortality from diseases of the heart,52.3,Race/Ethnicity,Asian or Pacific Islander
433,2017,AK,Premature mortality among adults aged 45-64 years,631.7,Overall,Overall
434,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,70.9,Gender,Female
435,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,125.9,Gender,Female
436,2017,AK,Mortality from total cardiovascular diseases,,Race/Ethnicity,Hispanic
437,2017,AK,Mortality from heart failure,54.8,Gender,Male
438,2017,AK,Premature mortality among adults aged 45-64 years,392.7,Race/Ethnicity,Hispanic
439,2017,AK,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
440,2017,AK,Mortality from total cardiovascular diseases,160.0,Race/Ethnicity,"White, non-Hispanic"
441,2017,AK,Asthma mortality rate,,Race/Ethnicity,Hispanic
442,2017,AK,Asthma mortality rate,,Race/Ethnicity,"White, non-Hispanic"
443,2017,AK,Mortality from coronary heart disease,,Race/Ethnicity,"Black, non-Hispanic"
444,2017,AK,Mortality from total cardiovascular diseases,168.3,Gender,Male
445,2017,AK,Mortality from diseases of the heart,110.0,Overall,Overall
446,2017,AK,Mortality from coronary heart disease,67.4,Race/Ethnicity,American Indian or Alaska Native
447,2017,AK,Mortality from diseases of the heart,133.4,Gender,Male
448,2017,AK,Mortality from diseases of the heart,,Race/Ethnicity,Hispanic
449,2017,AK,Mortality from total cardiovascular diseases,133.0,Race/Ethnicity,"Black, non-Hispanic"
450,2017,AK,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,"Black, non-Hispanic"
